sample,mac_send_s,device_receive_s,device_send_s,mac_receive_s,network_rtt_s,device_minus_mac_s
285,882953.319912625,87401.47939956,87401.479399935,882953.327792166,0.007879166034399532,-795551.844452648
286,882953.329057666,87401.489417219,87401.489417719,882953.335872958,0.006814791937358677,-795551.8430478431
287,882953.33749,87401.497377147,87401.497377522,882953.343355416,0.005865041021024808,-795551.8430453734
288,882953.344940416,87401.503730964,87401.503731339,882953.350357666,0.005416874977527186,-795551.8439178895
289,882953.35166875,87401.514474992,87401.514475617,882953.362951166,0.011281790939392522,-795551.8428346536
290,882953.364296125,87401.526405259,87401.526405884,882953.372492125,0.008195375019568019,-795551.8419885535
291,882953.37407825,87401.533392445,87401.53339307,882953.380471625,0.006392749986844137,-795551.84388218
292,882953.38205275,87401.540414506,87401.540415006,882953.386364416,0.004311166005209088,-795551.843793827
293,882953.387658916,87401.547422443,87401.547422818,882953.394301291,0.006642000036663376,-795551.8435574729
294,882953.396291333,87401.555060124,87401.555060499,882953.401762541,0.005470833013532683,-795551.8439666255
295,882953.402947541,87401.564427664,87401.564427914,882953.413692333,0.01074454205809161,-795551.843892148
296,882953.415417958,87401.575454438,87401.575454813,882953.422468291,0.007049957959679887,-795551.843488499
297,882953.424041791,87401.584418857,87401.584419232,882953.431455083,0.007412916966131888,-795551.8433293925
298,882953.432773333,87401.59342765,87401.59342815,882953.440413208,0.00763937494775746,-795551.8431653704
299,882953.441586958,87401.602389069,87401.602389444,882953.540560791,0.09897345802164637,-795551.888684618
